'state_territory','county_name','county_web_link','founded','named_for','seat','largest_city','total_population','density','congressional_district'
'idaho','minidoka_county','http://www.minidoka.id.us','january 28 1913','dakota sioux word meaning "a fountain or spring of water."','rupert','rupert','21613','28/sqmi (11/km2)','2nd'
'idaho','nez_perce_county','http://www.co.nezperce.id.us','february 4 1864','nez percé tribe','lewiston','lewiston','42090','49/sqmi (19/km2)','1st'
'idaho','oneida_county','http://oneidacountyid.com','january 22 1864','oneida lake new york','malad city','malad city','4564 ','3.8/sqmi (1.5/km2)','2nd'
'idaho','owyhee_county','http://owyheecounty.net','december 31 1863','lost hawaiian trappers','murphy','homedale','12133 ','nan','1st'
'idaho','payette_county','http://www.payettecounty.org','february 28 1917','francois payette','payette','payette','22623','55/sqmi (21/km2)','1st'
'idaho','power_county','http://www.co.power.id.us','january 30 1913','power plant at the american falls dam','american falls','american falls','7878','5.5/sqmi (2.1/km2)','2nd'
'idaho','shoshone_county','http://shoshonecounty.id.gov','february 4 1864','shoshone tribe','wallace','kellogg','13169','5.0/sqmi (1.9/km2)','1st'
'idaho','teton_county','http://tetoncountyidaho.gov','january 26 1915','the teton mountains','driggs','victor','11630 ','26/sqmi (10/km2)','2nd'
'idaho','twin_falls_county','http://www.twinfallscounty.org','february 21 1907','snake river waterfall','twin falls','twin falls','90046 ','nan','2nd'
'idaho','valley_county','http://co.valley.id.us','february 26 1917','the long valley of the north fork of the payette river','cascade','mccall','11746 ','3.1/sqmi (1.2/km2)','1st'
'idaho','washington_county','http://www.co.washington.id.us','february 20 1879','george washington','weiser','weiser','10198','6.9/sqmi (2.7/km2)','1st'
'illinois','adams_county','http://www.co.adams.il.us','1825','john quincy adams','quincy','quincy','65737','75/sqmi (29/km2)','18th'
'illinois','alexander_county','nan','1819','william m. alexander','cairo','cairo','5240','21/sqmi (8.0/km2)','12th'
'illinois','bond_county','nan','1817','shadrach bond','greenville','greenville','16725','44/sqmi (17/km2)','nan'
'illinois','boone_county','http://www.boonecountyil.org','1837','daniel boone','belvidere','belvidere','54165','190/sqmi (73/km2)','16th'
'illinois','brown_county','nan','1839','jacob brown','mount sterling','mount sterling','6937','23/sqmi (8.7/km2)','18th'
'illinois','bureau_county','http://bureaucounty-il.gov','1837','nan','princeton','princeton','34978','40/sqmi (15/km2)','16th'
'illinois','calhoun_county','nan','1825','john c. calhoun','hardin','nan','5089','18/sqmi (6.9/km2)','13th'
'illinois','carroll_county','http://www.carroll-county.net/','1839','charles carroll','mount carroll','savanna','15387','33/sqmi (13/km2)','17th'
'illinois','cass_county','https://co.cass.il.us/','1837','lewis cass','virginia','beardstown','13642','36/sqmi (14/km2)','18th'
'illinois','champaign_county','nan','nan','champaign county ohio','nan','champaign','205865','210/sqmi (80/km2)','nan'
'illinois','christian_county','https://christiancountyil.com/','1839','christian county kentucky','taylorville','taylorville','34800','49/sqmi (19/km2)','13th'
'illinois','clark_county','http://www.clarkcountyil.org','1819','george rogers clark','marshall','marshall','16335','32/sqmi (12/km2)','15th'
'illinois','clay_county','http://claycountyillinois.org','23 december 1824 (created)8 march 1825 (organized)','henry clay','louisville','flora','13815','28.3/sqmi (10.9/km2)','15th'
'illinois','clinton_county','http://www.clintonco.illinois.gov','1824','dewitt clinton','carlyle','breese','37762','75/sqmi (29/km2)','15th'
'illinois','coles_county','http://www.colesco.illinois.gov','december 25 1830','edward coles','charleston','charleston','46863','92/sqmi (35/km2)','15th'
'illinois','cook_county','nan','nan','daniel cook','nan','chicago','nan','3200/sqmi (1200/km2)','nan'
'illinois','crawford_county','https://crawfordcountyil.org','1816','william h. crawford','robinson','robinson','19817','44/sqmi (17/km2)','15th'
'illinois','cumberland_county','http://cumberlandco.org/','1823','cumberland road','toledo','neoga','10450','30/sqmi (12/km2)','15th'
'illinois','dekalb_county','http://www.dekalbcounty.org','4 march 1837','johann de kalb','sycamore','dekalb','100420','160/sqmi (61/km2)','nan'
'illinois','dewitt_county','http://www.dewittcountyill.com','1839','dewitt clinton','clinton','clinton','16561','41/sqmi (16/km2)','13th'
'illinois','douglas_county','http://www.douglascountyil.com/','1859','stephen a. douglas','tuscola','tuscola','19740','47/sqmi (18/km2)','15th'
'illinois','dupage_county','http://www.dupageco.org','february 9 1839','dupage river','wheaton','aurora (population)naperville (area)','932877','2800/sqmi (1100/km2)','nan'
'illinois','edgar_county','http://www.edgarcountyillinois.com','january 3 1823','john edgar','paris','paris','16866','27/sqmi (10/km2)','15th'
'illinois','edwards_county','nan','1814','ninian edwards','albion','albion','6721','30/sqmi (12/km2)','15th'
'illinois','effingham_county','http://www.co.effingham.il.us','1831','thomas howard 3rd earl of effingham','effingham','effingham','34668','72/sqmi (28/km2)','15th'
'illinois','fayette_county','http://www.fayettecountyillinois.org','1821','marquis de lafayette','vandalia','vandalia','22140','31/sqmi (12/km2)','15th'
'illinois','ford_county','http://www.fordcountycourthouse.com','february 17 1859','thomas ford','paxton','paxton','14081','29/sqmi (11/km2)','nan'
'illinois','franklin_county','http://www.franklincountyil.gov','january 2 1818','benjamin franklin','benton','west frankfort','37804','88/sqmi (34/km2)','12th'
'illinois','fulton_county','http://www.fultonco.org','1823','robert fulton','lewistown','canton','37069','42/sqmi (16/km2)','17th'
'illinois','gallatin_county','nan','1812','albert gallatin','shawneetown','shawneetown','5589','17/sqmi (6.6/km2)','15th'
'illinois','greene_county','nan','1821','nathanael greene','carrollton','carrollton','13886','25/sqmi (9.8/km2)','13th'
'illinois','grundy_county','https://www.grundyco.org/','february 17 1841','felix grundy','morris','morris','50063','120/sqmi (45/km2)','16th'
'illinois','hamilton_county','https://www.hamiltoncountyillinois.com/','1821','alexander hamilton','mcleansboro','mcleansboro','7993','18/sqmi (7.1/km2)','15th'
'illinois','hancock_county','https://www.hancockcounty-il.gov/','1825','john hancock','carthage','hamilton','17620','22/sqmi (8.4/km2)','18th'
'illinois','hardin_county','https://www.hardincountyil.org/','1839','hardin county kentucky','elizabethtown','rosiclare','3649','20/sqmi (7.7/km2)','15th'
'illinois','henderson_county','http://www.hendersoncountyedc.com','1841','richard henderson','oquawka','nan','7331','19/sqmi (7.2/km2)','17th'
'illinois','henry_county','http://www.henrycty.com','13 january 1825','patrick henry','cambridge','kewanee','50486','61/sqmi (24/km2)','17th'
'illinois','iroquois_county','http://www.co.iroquois.il.us','1833','iroquois river','watseka','watseka','29718','27/sqmi (10/km2)','16th'
'illinois','jackson_county','http://www.jacksoncounty-il.gov/','10 january 1816','andrew jackson','murphysboro','carbondale','52974','88/sqmi (34/km2)','12th'
'illinois','jasper_county','nan','1831','william jasper','newton','newton','9698','19/sqmi (7.5/km2)','15th'
'illinois','jefferson_county','http://www.jeffersoncountyillinois.com/','1819','thomas jefferson','mount vernon','mount vernon','37113','64/sqmi (25/km2)','12th'
'illinois','jersey_county','http://www.jerseycounty-il.us','february 28 1839','new jersey','jerseyville','jerseyville','21512','57/sqmi (22/km2)','13th'
'illinois','jo_daviess_county','http://www.jodaviess.org','1827','joseph hamilton daveiss','galena','galena','22691','37/sqmi (14/km2)','17th'
'illinois','johnson_county','nan','1812','richard mentor johnson','vienna','vienna','12582','36/sqmi (14/km2)','15th'
'illinois','kane_county','http://countyofkane.org','january 16 1836','elias kane','geneva','aurora','515269','980/sqmi (380/km2)','nan'
'illinois','kankakee_county','http://www.co.kankakee.il.us','february 11 1853','kankakee river','kankakee','kankakee','113449','170/sqmi (64/km2)','2nd'
'illinois','kendall_county','http://www.co.kendall.il.us','1841','amos kendall','yorkville','nan','131869 ','nan','nan'
'illinois','knox_county','http://www.knoxcountyil.com','1825','henry knox','galesburg','galesburg','52919','73/sqmi (28/km2)','17th'
'illinois','lake_county','http://www.lakecountyil.gov','march 1 1839','lake michigan','waukegan','waukegan','714342','nan','nan'
'illinois','lasalle_county','http://www.lasallecounty.org','january 15 1831','rené-robert cavelier sieur de la salle','ottawa','ottawa','109658','96/sqmi (37/km2)','16th'
'illinois','lawrence_county','http://www.lawrencecountyillinois.com','1821','james lawrence','lawrenceville','lawrenceville','15280','41/sqmi (16/km2)','15th'
'illinois','lee_county','http://www.leecountyil.com/','february 27 1839','henry lee iii','dixon','dixon','36031','49/sqmi (19/km2)','16th'
'illinois','livingston_county','http://www.livingstoncounty-il.org/wordpress/','1837','edward livingston','pontiac','pontiac','35815','34/sqmi (13/km2)','16th'
'illinois','logan_county','http://www.co.logan.il.us','february 15 1839','john a. logan','lincoln','lincoln','30305','49/sqmi (19/km2)','18th'
'illinois','macon_county','http://www.co.macon.il.us/','19 january 1829','nathaniel macon','decatur','decatur','110768','190/sqmi (73/km2)','13th'
'illinois','macoupin_county','http://www.macoupincountyil.gov/','1829','macoupin creek','carlinville','carlinville','47765','55/sqmi (21/km2)','13th'
'illinois','madison_county','https://www.madisoncountyil.gov','september 14 1812','james madison','edwardsville','granite city','264776','360/sqmi (140/km2)','nan'
'illinois','marion_county','nan','1823','francis marion','salem','centralia','39437','68/sqmi (26/km2)','15th'
'illinois','marshall_county','http://www.marshallcountyillinois.com','january 19 1839','john marshall','lacon','henry','12640','32/sqmi (12/km2)','18th'
'illinois','mason_county','http://www.masoncountyil.org','1841','george mason','havana','havana','14666','26/sqmi (10/km2)','18th'
'illinois','massac_county','nan','february 8 1843','nan','metropolis','metropolis','15429','64/sqmi (25/km2)','15th'
'illinois','mcdonough_county','http://mcg.mcdonough.il.us/','1826','thomas macdonough','macomb','macomb','32612','55/sqmi (21/km2)','18th'
'illinois','mchenry_county','http://www.co.mchenry.il.us','nan','nan','nan','nan','nan','nan','nan'
'illinois','mclean_county','http://www.mcleancountyil.gov/','december 25 1830','john mclean','bloomington','bloomington','169572','140/sqmi (55/km2)','nan'
'illinois','menard_county','http://www.menardcountyil.com','1839','pierre menard','petersburg','petersburg','12705','40/sqmi (20/km2)','18th'
'illinois','mercer_county','http://www.mercercountyil.org','january 13 1825','hugh mercer','aledo','aledo','16434','29/sqmi (11/km2)','17th'
'illinois','monroe_county','http://www.monroecountyil.org','1816','james monroe','waterloo','waterloo','34962','88/sqmi (34/km2)','12th'
'illinois','montgomery_county','http://www.montgomeryco.com','1821','richard montgomery','hillsboro','litchfield','30104','42/sqmi (16/km2)','13th'
'illinois','morgan_county','http://morgancounty-il.com/','1823','daniel morgan','jacksonville','jacksonville','35547','62/sqmi (24/km2)','18th'
'illinois','moultrie_county','http://www.moultriecountyil.com/','1843','william moultrie','sullivan','sullivan','14526','42/sqmi (16/km2)','15th'
'illinois','ogle_county','http://www.oglecounty.org','january 16 1836','joseph ogle','oregon','rochelle','53497','70/sqmi (27/km2)','16th'
'illinois','peoria_county','nan','1825','peoria tribe','peoria','peoria','186494','300/sqmi (110/km2)','nan'
'illinois','perry_county','https://perryil.com','29 january 1827','oliver hazard perry','pinckneyville','du quoin','22350','50/sqmi (19/km2)','12th'
'illinois','piatt_county','http://www.piattcounty.org','1841','james a. piatt','monticello','monticello','16673','38/sqmi (15/km2)','13th'
'illinois','pike_county','http://www.pikecountyil.org/','january 31 1821','zebulon pike','pittsfield','pittsfield','16430','19/sqmi (7.5/km2)','18th'
'illinois','pope_county','http://www.popeco.net','1816','nathaniel pope','golconda','golconda','4470','12/sqmi (4.6/km2)','15th'
'illinois','pulaski_county','https://www.pulaskicountyil.net','1843','casimir pulaski','mound city','mounds','5193','26/sqmi (9.9/km2)','12th'
'illinois','putnam_county','http://www.co.putnam.il.us/','1825','israel putnam','hennepin','nan','6006','35/sqmi (13/km2)','16th'
'illinois','randolph_county','http://am.randolphco.org/','1795','edmund randolph','chester','chester','30163','51/sqmi (20/km2)','12th'
'illinois','richland_county','nan','february 24 1841','richland county ohio','olney','olney','16233','45/sqmi (17/km2)','15th'
'illinois','rock_island_county','http://www.co.rock-island.il.us','1831','rock (arsenal) island','rock island','moline','147546','330/sqmi (130/km2)','17th'
'illinois','saint_clair_county','http://www.co.st-clair.il.us','1790','arthur st. clair','belleville','belleville','257400','380/sqmi (150/km2)','12th'
'illinois','saline_county','http://www.salinecounty.illinois.gov/','1847','saline river','harrisburg','harrisburg','23768','61/sqmi (24/km2)','15th'
'illinois','sangamon_county','http://www.co.sangamon.il.us','nan','nan','nan','nan','nan','nan','nan'
'illinois','schuyler_county','http://www.schuylercountyillinois.com','1825','philip schuyler','rushville','rushville','7544','17/sqmi (6.6/km2)','18th'
'illinois','scott_county','http://www.scottco.org','1839','scott county kentucky','winchester','winchester','5355','21/sqmi (8.2/km2)','18th'
'illinois','shelby_county','http://www.shelbycounty-il.com','1827','isaac shelby','shelbyville','shelbyville','20990','27/sqmi (11/km2)','15th'
'illinois','stark_county','http://www.starkcountyillinois.com/','1839','john stark','toulon','wyoming','5994','21/sqmi (8.0/km2)','nan'
'illinois','stephenson_county','http://www.co.stephenson.il.us','1837','benjamin stephenson','freeport','freeport','47711','84/sqmi (33/km2)','17th'
'illinois','tazewell_county','http://www.tazewell.com','1827','littleton waller tazewell','pekin','pekin','135394','210/sqmi (79/km2)','nan'
'illinois','union_county','http://www.unioncountyil.gov/','2 january 1818','nan','jonesboro','anna','17244','41/sqmi (16/km2)','12th'
'illinois','vermilion_county','nan','nan','vermilion river','nan','nan','81625','91/sqmi (35/km2)','nan'
'illinois','wabash_county','nan','1824','wabash river','mount carmel','mount carmel','11947','52/sqmi (20/km2)','15th'
'illinois','warren_county','http://www.warrencountyil.com','1825','joseph warren','monmouth','monmouth','17707','33/sqmi (13/km2)','17th'
'illinois','washington_county','http://www.washingtonco.illinois.gov/','january 2 1818','george washington','nashville','nashville','14716','26/sqmi (10/km2)','15th'
'illinois','wayne_county','http://www.fairfield-il.com/county/','1819','anthony wayne','fairfield','fairfield','16760','23/sqmi (9.1/km2)','15th'
'illinois','white_county','http://www.whitecounty-il.gov','nan','nan','nan','nan','nan','nan','nan'
'illinois','whiteside_county','http://www.whiteside.org','1836','samuel whiteside','morrison','sterling','58498','84/sqmi (32/km2)','17th'
'illinois','will_county','http://www.willcountyillinois.com','january 12 1836','dr. conrad will','joliet','joliet','696355','810/sqmi (310/km2)','nan'
'illinois','williamson_county','http://www.williamsoncountyil.gov/','february 28 1839','williamson county tennessee','marion','marion','67153','150/sqmi (58/km2)','12th'
'illinois','winnebago_county','http://www.wincoil.us','january 16 1836','winnebago tribe','rockford','rockford','285350 ','550/sqmi (210/km2)','nan'
'illinois','woodford_county','http://www.woodford-county.org/','february 1841','woodford county kentucky','eureka','eureka','38664','71/sqmi (27/km2)','18th'
'indiana','adams_county','nan','march 1 1836','john quincy adams','decatur','decatur','35809','110/sqmi (41/km2)','3rd'
'indiana','allen_county','http://www.co.allen.in.us','april 1 1824','john allen','fort wayne','fort wayne','385410','541/sqmi (208.73/km2)','3rd'
'indiana','bartholomew_county','http://www.bartholomew.in.gov','12 february 1821','joseph bartholomew','columbus','columbus','82208','189/sqmi (72.88/km2)','6th'
'indiana','benton_county','http://www.bentoncounty.in.gov/','18 february 1840','senator thomas h. benton','fowler','fowler','406.51sqmi (1052.9km2)','21.3/sqmi (8.22/km2)','4th'
'indiana','blackford_county','nan','april 2 1838','isaac blackford','hartford city','hartford city','165.58sqmi (428.9km2)','77/sqmi (29.86/km2)','nan'
'indiana','boone_county','http://boonecounty.in.gov/','1 april 1830 (created)1831 (organized)','daniel boone','lebanon','zionsville','423.25sqmi (1096.2km2)','158.4/sqmi (61.2/km2)','nan'
'indiana','brown_county','nan','4 february 1836 (created)august 1836 (organized)','jacob brown','nashville','nashville','316.22sqmi (819.0km2)','49/sqmi (19/km2)','9th'
'indiana','carroll_county','http://www.carrollcountyindiana.com','17 january 1828 (authorized)28 april 1828 (organized)','charles carroll of carrollton','delphi','delphi','375.02sqmi (971.3km2)','54.1/sqmi (20.9/km2)','4th'
'indiana','cass_county','http://www.co.cass.in.us','1829','lewis cass','logansport','logansport','414.85sqmi (1074.5km2)','92.1/sqmi (35.6/km2)','nan'
'indiana','clark_county','http://www.co.clark.in.us','3 february 1801','general george rogers clark','jeffersonville','jeffersonville','376.45sqmi (975.0km2)','315/sqmi (122/km2)','9th'
'indiana','clay_county','nan','february 12 1825','henry clay','brazil','brazil','360.32sqmi (933.2km2)','75/sqmi (29.03/km2)','8th'
'indiana','clinton_county','http://www.clintonco.com/','1830','dewitt clinton','frankfort','frankfort','405.25sqmi (1049.6km2)','82.0/sqmi (31.67/km2)','4th'
'indiana','crawford_county','http://www.crawfordcounty.in.gov/','1818','william h. crawford','english','nan','308.72sqmi (799.6km2)','35/sqmi (14/km2)','nan'
'indiana','daviess_county','http://www.daviess.org/','february 2 1818','joseph hamilton daveiss','washington','nan','33381','76/sqmi (30/km2)','8th'
'indiana','dearborn_county','http://www.dearborncounty.org/','1803','dr. henry dearborn','lawrenceburg','lawrenceburg','307.42sqmi (796.2km2)','164/sqmi (63.31/km2)','6th'
'indiana','decatur_county','http://www.decaturcounty.in.gov','12 december 1821 (authorized)1822 (organized)','stephen decatur jr.','greensburg','greensburg','373.32sqmi (966.9km2)','71.9/sqmi (27.8/km2)','6th'
'indiana','dekalb_county','nan','7 february 1835 (authorized)1837 (organized)','johann baron de kalb','auburn','auburn','363.85sqmi (942.4km2)','119.1/sqmi (46.0/km2)','3rd'
'indiana','delaware_county','http://www.co.delaware.in.us','1820 (created)1827 (organized)','nan','muncie','muncie','395.91sqmi (1025.4km2)','300.1/sqmi (115.9/km2)','6th'
'indiana','dubois_county','nan','december 20 1818','toussaint dubois','jasper','jasper','435.33sqmi (1127.5km2)','97/sqmi (37.61/km2)','8th'
'indiana','elkhart_county','http://www.elkhartcountyindiana.com','april 1 1830','nan','goshen','elkhart','207047','440/sqmi (170/km2)','2nd'
'indiana','fayette_county','nan','1819','marquis de la fayette','connersville','connersville','215.16sqmi (557.3km2)','113/sqmi (43.61/km2)','6th'
'indiana','floyd_county','http://www.floydcounty.in.gov','1819','brigadier general john floyd','new albany','new albany','80484 ','504/sqmi (194.57/km2)','9th'
'indiana','fountain_county','http://www.co.fountain.in.us/','april 1 1826','james fontaine','covington','attica','397.88sqmi (1030.5km2)','41.3/sqmi (15.9/km2)','4th'
'indiana','franklin_county','http://www.franklincountyin.com','1 february 1811 (authorized)','benjamin franklin','brookville','nan','391.05sqmi (1012.8km2)','59.1/sqmi (22.8/km2)','6th'
'indiana','fulton_county','http://www.co.fulton.in.us','1836','robert fulton','rochester','rochester','371.26sqmi (961.6km2)','56/sqmi (21/km2)','2nd'
'indiana','gibson_county','http://gibsoncounty-in.gov/','1 april 1813','john gibson','princeton','princeton','499.16sqmi (1292.8km2)','68.6/sqmi (26.5/km2)','8th'
'indiana','grant_county','http://www.grantcounty.net','1831','samuel and moses grant','marion','marion','414.90sqmi (1074.6km2)','159/sqmi (61.4/km2)','5th'
'indiana','greene_county','http://www.co.greene.in.us/','january 5 1821','nathanael greene','bloomfield','linton','545.92sqmi (1413.9km2)','61/sqmi (23.64/km2)','8th'
'indiana','hamilton_county','http://www.hamiltoncounty.in.gov','1823','alexander hamilton','noblesville','carmel','347467','690/sqmi (266/km2)','5th'
'indiana','hancock_county','http://www.hancockcoingov.org','1 march 1828','john hancock','greenfield','greenfield','307.02sqmi (795.2km2)','249/sqmi (96.3/km2)','6th'
'indiana','harrison_county','nan','december 1 1808','william henry harrison','corydon','corydon','39654 ','83.3/sqmi (32.2/km2)','9th'
'indiana','hendricks_county','http://www.co.hendricks.in.us','20 december 1823 (created)[1]summer 1824 (organized)','william hendricks','danville','nan','408.78sqmi (1058.7km2)','418.5/sqmi (161.6/km2)','4th'
'indiana','henry_county','http://www.henryco.net/','1822','patrick henry','new castle','new castle','394.83sqmi (1022.6km2)','123.89/sqmi (47.83/km2)','6th'
'indiana','howard_county','http://www.co.howard.in.us','1844','tilghman howard','kokomo','kokomo','83658','280/sqmi (110/km2)','nan'
'indiana','huntington_county','http://www.huntington.in.us/county/','2 february 1832 (authorized)5 may 1834 (organized)','samuel huntington','huntington','huntington','36662','95.8/sqmi (37.0/km2)','3rd'
'indiana','jackson_county','http://www.jacksoncounty.in.gov','jan 1 1816','nan','brownstown','seymour','513.91sqmi (1331.0km2)','83/sqmi (32.12/km2)','9th'
'indiana','jasper_county','http://www.jaspercountyin.gov','nan','sgt. william jasper','nan','rensselaer','nan','59.5/sqmi (23.0/km2)','4th'
'indiana','jay_county','http://www.co.jay.in.us','7 february 1835 (authorized)1836 (organized)','john jay','portland','portland','20478','54/sqmi (20.9/km2)','3rd'
'indiana','jefferson_county','http://jeffersoncounty.in.gov/index.php','1811','thomas jefferson','madison','madison','362.89sqmi (939.9km2)','90/sqmi (34.65/km2)','6th'
'indiana','jennings_county','nan','1817','jonathan jennings','vernon','north vernon','378.34sqmi (979.9km2)','76/sqmi (29.20/km2)','6th'
'indiana','johnson_county','http://www.co.johnson.in.us','1823','nan','franklin','greenwood','161765','436/sqmi (168.4/km2)','9th'
'indiana','knox_county','http://www.knoxcounty.in.gov','june 6 1790','henry knox','vincennes','vincennes','524.04sqmi (1357.3km2)','71.5/sqmi (27.61/km2)','8th'
'indiana','kosciusko_county','http://www.kcgov.com','7 february 1835 (authorized)1836 (organized)','tadeusz kościuszko','warsaw','warsaw','80240','140/sqmi (56/km2)','nan'
'indiana','lagrange_county','http://www.lagrangecounty.org','1832','château de la grange-bléneau','lagrange','lagrange','40446','100/sqmi (40/km2)','3rd'
'indiana','lake_county','nan','nan','lake michigan','nan','hammond (population)gary (total area)','nan','994/sqmi (384/km2)','1st'
'indiana','laporte_county','http://www.laportecounty.org','nan','"the door" or "the port" (fr.)[1]','nan','michigan city(population and total area)','nan','186/sqmi (72/km2)','nan'
'indiana','lawrence_county','nan','1818','james lawrence','nan','bedford (population and area)','46134','103/sqmi (40/km2)','9th'
'indiana','madison_county','http://www.madisoncty.com','4 january 1823 (authorized)','james madison','anderson','anderson','130129','286.7/sqmi (110.7/km2)','5th'
'indiana','marion_county','http://www.indy.gov/egov/county','april 1 1822','francis marion','indianapolis','indianapolis','977203','2466/sqmi (952/km2)','nan'
'indiana','marshall_county','http://www.co.marshall.in.us','7 february 1835 (authorized)1836 (organized)','john marshall','plymouth','plymouth','449.74sqmi (1164.8km2)','104.2/sqmi (40.2/km2)','2nd'
'indiana','martin_county','http://www.loogootee.com/government/martincountygovernment.html','20 january 1820','major john t. martin','shoals','loogootee','10327','30/sqmi (12/km2)','8th'
'indiana','miami_county','http://www.miamicountyin.gov','1834','miami tribe','peru','peru','377.39sqmi (977.4km2)','98/sqmi (37.93/km2)','2nd'
'indiana','monroe_county','http://www.co.monroe.in.us','14 january 1818','james monroe','bloomington','bloomington','411.32sqmi (1065.3km2)','372.4/sqmi (143.8/km2)','9th'
'indiana','montgomery_county','http://www.montgomeryco.net','21 december 1822 (authorized)1 march 1823 (organized)','richard montgomery','crawfordsville','crawfordsville','37936','75.18/sqmi (29.03/km2)','4th'
'indiana','morgan_county','nan','15 february 1822 (authorized)december 1822 (organized)','gen. daniel morgan','martinsville','martinsville','409.43sqmi (1060.4km2)','173.6/sqmi (67.0/km2)','nan'
'indiana','newton_county','http://www.newtoncounty.in.gov/','nan','sgt. john newton','nan','nan','nan','35.5/sqmi (13.7/km2)','4th'
'indiana','noble_county','http://nobleco.squarespace.com/','7 february 1835 (authorized)1836 (organized)','governor noah noble','albion','kendallville','417.43sqmi (1081.1km2)','115.7/sqmi (44.7/km2)','3rd'
'indiana','ohio_county','nan','1844','ohio river','rising sun','rising sun','87.43sqmi (226.4km2)','70.7/sqmi (27.28/km2)','6th'
'indiana','orange_county','nan','february 1 1816','house of orange-nassau','paoli','nan','408.19sqmi (1057.2km2)','49.7/sqmi (19.17/km2)','9th'
'indiana','owen_county','nan','21 december 1818 (authorized)1819 (organized)','abraham owen','spencer','nan','387.82sqmi (1004.4km2)','54.1/sqmi (20.9/km2)','8th'
'indiana','parke_county','http://www.parkecounty.org','1821','benjamin parke','rockville','nan','449.98sqmi (1165.4km2)','39/sqmi (15/km2)','8th'
'indiana','perry_county','http://www.perrycounty.in.gov/','november 1 1814','oliver hazard perry','tell city','tell city','19102 ','51/sqmi (19.58/km2)','8th'
'indiana','pike_county','https://www.pikecounty.in.gov','21 december 1816','zebulon pike','petersburg','petersburg','341.09sqmi (883.4km2)','38.4/sqmi (14.8/km2)','8th'
'indiana','porter_county','nan','5 february 1836 (authorized)1837 (organized)','david porter','valparaiso','portage','521.8sqmi (1351km2)','407.4/sqmi (157.3/km2)','1st'
'indiana','posey_county','http://www.poseycountyin.gov/','11 november 1814','thomas posey','mount vernon','mount vernon','419.32sqmi (1086.0km2)','62.4/sqmi (24.1/km2)','8th'
'indiana','pulaski_county','nan','nan','count casimir pulaski','nan','nan','13402','30.9/sqmi (11.9/km2)','2nd'
'indiana','putnam_county','http://co.putnam.in.us','december 31 1821 (created)april 1822 (organized)[1]','israel putnam','greencastle','greencastle','482.69sqmi (1250.2km2)','78.62/sqmi (30.36/km2)','4th'
'indiana','randolph_county','http://randolphcounty.us/','1818','peyton randolph','winchester','winchester','24502','57.8/sqmi (22.31/km2)','6th'
'indiana','ripley_county','nan','december 27 1816','eleazer wheelock ripley','versailles','batesville','448.06sqmi (1160.5km2)','65/sqmi (24.93/km2)','6th'
'indiana','rush_county','http://rushcounty.in.gov/','1822','benjamin rush','rushville','rushville','408.46sqmi (1057.9km2)','40.8/sqmi (15.8/km2)','6th'
'indiana','saint_joseph_county','http://www.sjcindiana.com','1830','st. joseph river','south bend','south bend','461.38sqmi (1195.0km2)','580/sqmi (224/km2)','2nd'
'indiana','scott_county','nan','1820','charles scott','scottsburg','scottsburg','192.75sqmi (499.2km2)','127/sqmi (49.04/km2)','nan'
'indiana','shelby_county','http://www.co.shelby.in.us','31 december 1821 (authorized)1822 (organized)','isaac shelby','shelbyville','shelbyville','412.76sqmi (1069.0km2)','108.5/sqmi (41.9/km2)','6th'
'indiana','spencer_county','http://spencercounty.in.gov/','january 10 1818','spier spencer','rockport','nan','401.43sqmi (1039.7km2)','53/sqmi (20.29/km2)','8th'
'indiana','starke_county','http://www.co.starke.in.us','7 february 1835 (authorized)1850 (organized)','general john stark','knox','knox','312.21sqmi (808.6km2)','74.2/sqmi (28.6/km2)','2nd'
'indiana','steuben_county','nan','5 february 1836 (authorized)1837 (organized)','baron frederick von steuben','angola','angola','322.47sqmi (835.2km2)','112/sqmi (43/km2)','3rd'
'indiana','sullivan_county','http://www.sullivancounty.in.gov','january 15 1817 (created)february 1817 (organized)','general daniel sullivan','sullivan','sullivan','454.12sqmi (1176.2km2)','46.3/sqmi (17.9/km2)','8th'
'indiana','switzerland_county','http://www.switzerland-county.com/','1814','switzerland','vevay','nan','223.44sqmi (578.7km2)','48.6/sqmi (18.8/km2)','6th'
'indiana','tippecanoe_county','https://www.tippecanoe.in.gov/','march 1 1826','kethtippecanoogi ("place of the succor fish people" in miami)','lafayette','lafayette','503.24sqmi (1303.4km2)','381/sqmi (147/km2)','4th'
'indiana','tipton_county','nan','january 15 1844','john tipton','tipton','tipton','260.57sqmi (674.9km2)','61/sqmi (23.63/km2)','5th'
'indiana','union_county','http://www.unioncountyin.gov','5 january 1821 (created)1 february 1821 (organized)','nan','liberty','nan','165.18sqmi (427.8km2)','43.6/sqmi (16.8/km2)','6th'
'indiana','vanderburgh_county','http://www.vanderburghgov.org','january 7 1818','henry vanderburgh','evansville','evansville','180136','766.1/sqmi (295.81/km2)','8th'
'indiana','vermillion_county','http://www.vermilliongov.us','february 1 1824','vermilion river','newport','clinton','259.93sqmi (673.2km2)','63/sqmi (24.37/km2)','8th'
'indiana','vigo_county','http://www.vigocounty.in.gov/','february 1 1818','francis vigo','terre haute','terre haute','410.45sqmi (1063.1km2)','258.2/sqmi (99.7/km2)','8th'
