'state_territory','county_name','county_web_link','founded','named_for','seat','largest_city','total_population','density','congressional_district'
'alabama','autauga_county','http://www.autaugaco.org','november 21 1818','nan','prattville','prattville','58805','97/sqmi (38/km2)','2nd'
'alabama','baldwin_county','https://baldwincountyal.gov/','december 21[1] 1809[1]','abraham baldwin','bay minette','daphne','231767','110/sqmi (44/km2)','1st'
'alabama','barbour_county','nan','december 18 1832','james barbour','clayton','eufaula','25223','28/sqmi (11/km2)','2nd'
'alabama','bibb_county','http://www.bibbal.com','february 7 1818','william w. bibb','centreville','brent','22293','36/sqmi (14/km2)','6th'
'alabama','blount_county','http://www.blountcountyal.gov','february 6 1818','nan','oneonta','oneonta','59134','91/sqmi (35/km2)','6th'
'alabama','bullock_county','http://bullockcountyalrev.com/','december 5 (created) 1866','edward bullock','union springs','union springs','10357','17/sqmi (6.4/km2)','2nd'
'alabama','butler_county','http://butlercountyal.com/','december 13 1819','william butler','greenville','greenville','19051','24/sqmi (9.5/km2)','2nd'
'alabama','calhoun_county','http://www.calhouncounty.org','december 18 1832 as benton county','john c. calhoun','anniston','oxford','116441','190/sqmi (73/km2)','3rd'
'alabama','chambers_county','http://www.chamberscountyal.gov','december 18 1832','henry h. chambers','lafayette','valley','34772','58/sqmi (22/km2)','3rd'
'alabama','cherokee_county','http://www.cherokeecounty-al.gov','january 9 1836','cherokee nation','centre','centre','24971','42/sqmi (16/km2)','nan'
'alabama','chilton_county','http://www.chiltoncounty.org','december 30 1868','william parish chilton sr.','clanton','clanton','45014','64/sqmi (25/km2)','6th'
'alabama','choctaw_county','nan','december 29 1847','choctaw tribe','butler','nan','12665','14/sqmi (5.3/km2)','7th'
'alabama','clarke_county','http://www.clarkecountyal.com','december 10 1812','john clarke','grove hill','jackson','23087','18/sqmi (7.1/km2)','nan'
'alabama','clay_county','https://alabamaclaycounty.com/','december 7 1866','henry clay','ashland','lineville','14236','23/sqmi (9.1/km2)','3rd'
'alabama','cleburne_county','http://www.cleburnecounty.us','december 6 1866','patrick cleburne','heflin','heflin','15056','27/sqmi (10/km2)','3rd'
'alabama','coffee_county','http://www.coffeecounty.us','nan','nan','nan','nan','nan','nan','nan'
'alabama','colbert_county','http://www.colbertcounty.org/','february 6 1867','george and levi colbert','tuscumbia','muscle shoals','57227','92/sqmi (36/km2)','4th'
'alabama','conecuh_county','nan','february 13 1818','nan','evergreen','evergreen','11597','14/sqmi (5.2/km2)','2nd'
'alabama','coosa_county','http://www.coosacountyal.com/','december 18 1832','nan','rockford','goodwater','10387','16/sqmi (6.0/km2)','6th'
'alabama','covington_county','http://www.covcounty.com','december 17 1821','leonard covington','andalusia','andalusia','37570','36/sqmi (14/km2)','2nd'
'alabama','crenshaw_county','http://www.crenshawcountyalonline.com','november 30 1866','anderson crenshaw','luverne','luverne','13194','22/sqmi (8.3/km2)','2nd'
'alabama','cullman_county','http://www.co.cullman.al.us','january 24 1877','john g. cullmann','cullman','cullman','87866','120/sqmi (45/km2)','4th'
'alabama','dale_county','http://www.dalecountyal.org','december 22 1824','samuel dale','ozark','ozark','49326','88/sqmi (34/km2)','2nd'
'alabama','dallas_county','http://www.dallascounty-al.org/','february 9 1818','alexander j. dallas','selma','selma','38462','39/sqmi (15/km2)','7th'
'alabama','dekalb_county','http://www.dekalbcountyal.us','january 9 1836','johan dekalb','fort payne','fort payne','71608','92/sqmi (35/km2)','4th'
'alabama','elmore_county','http://www.elmoreco.org','february 15 1866','john a. elmore','wetumpka','millbrook','87977','130/sqmi (52/km2)','2nd'
'alabama','escambia_county','http://www.co.escambia.al.us','december 10 1868','nan','brewton','atmore','36757','39/sqmi (15/km2)','1st'
'alabama','etowah_county','http://www.etowahcounty.org','december 7 1866','nan','gadsden','gadsden','103436','190/sqmi (73/km2)','4th'
'alabama','fayette_county','nan','december 20 1824','marquis de lafayette','fayette','fayette','16321','26/sqmi (10/km2)','4th'
'alabama','franklin_county','http://www.franklincountyal.org','february 6 1818','benjamin franklin','russellville','russellville','32113','50/sqmi (19/km2)','4th'
'alabama','geneva_county','http://www.genevacounty.us/','december 26 1868','geneva new york','geneva','geneva','26659','46/sqmi (18/km2)','2nd'
'alabama','greene_county','nan','december 13 1819','nathanael greene','eutaw','eutaw','7730','12/sqmi (4.5/km2)','7th'
'alabama','hale_county','http://www.halecountyal.com','january 30 1867','stephen f. hale','greensboro','moundville','14785','23/sqmi (8.7/km2)','7th'
'alabama','henry_county','http://www.henrycountyal.com/','december 13 1819','patrick henry','abbeville','headland','17146','30/sqmi (12/km2)','2nd'
'alabama','houston_county','http://www.houstoncounty.org/','february 9 1903','george s. houston','dothan','dothan','107202','180/sqmi (71/km2)','2nd'
'alabama','jackson_county','http://www.jacksoncountyal.gov/','december 13 1819','andrew jackson','scottsboro','scottsboro','52579','47/sqmi (18/km2)','5th'
'alabama','jefferson_county','http://jeffconline.jccal.org/','december 13 1819[1]','thomas jefferson','birmingham','birmingham','674721','600/sqmi (230/km2)','nan'
'alabama','lamar_county','http://www.lamarcounty.us/','february 8 1877','lucius quintus cincinnatus lamar','vernon','vernon','13972','23/sqmi (8.9/km2)','4th'
'alabama','lauderdale_county','https://lauderdalecountyal.gov/','february 6 1818[1]','james lauderdale','florence','florence','93564','130/sqmi (50/km2)','5th'
'alabama','lawrence_county','http://www.lawrencealabama.com','february 6 1818','james lawrence','moulton','moulton','33073','46/sqmi (18/km2)','4th'
'alabama','lee_county','http://www.leeco.us','december5 1866; 155 years ago(1866-12-05)','general robert e. lee','opelika','auburn','174241','280/sqmi (110/km2)','3rd'
'alabama','limestone_county','http://limestonecounty-al.gov/','february 6[1] 1818[1]','limestone creek','athens','athens','103570','170/sqmi (66/km2)','5th'
'alabama','lowndes_county','nan','january 20 1830','william lowndes','hayneville','nan','10311','14/sqmi (5.5/km2)','7th'
'alabama','macon_county','https://www.maconalabama.com/','december 18 1832','nathaniel macon','tuskegee','tuskegee','19532','32/sqmi (12/km2)','3rd'
'alabama','madison_county','https://www.madisoncountyal.gov','december 13 1808[1]','james madison','huntsville','huntsville','388153','480/sqmi (180/km2)','5th'
'alabama','marengo_county','http://marengocountyal.com/','february 6 1818','battle of marengo[1]','linden','demopolis','19323','20/sqmi (7.6/km2)','7th'
'alabama','marion_county','http://marioncountyalabama.org/','february 13 1818','francis marion','hamilton','hamilton','29341','39/sqmi (15/km2)','4th'
'alabama','marshall_county','http://www.marshallco.org','january 9 1836','john marshall','guntersville','albertville','97612','160/sqmi (60/km2)','4th'
'alabama','mobile_county','http://mobilecountyal.gov','december 18 1812[1]','mobile bay','mobile','mobile','414809','250/sqmi (97/km2)','1st'
'alabama','monroe_county','http://www.monroecountyal.com','june 29 1815','james monroe','monroeville','monroeville','19772','19/sqmi (7.4/km2)','1st'
'alabama','montgomery_county','http://www.mc-ala.org','december 6 1816[1]','lemuel p. montgomery','montgomery','montgomery','228954','290/sqmi (110/km2)','nan'
'alabama','morgan_county','http://www.co.morgan.al.us','february 6[1] 1818[1]','daniel morgan','decatur','decatur','123421','210/sqmi (80/km2)','5th'
'alabama','perry_county','http://www.perrysheriff.com','december 13 1819','oliver hazard perry','marion','marion','8511','12/sqmi (4.5/km2)','7th'
'alabama','pickens_county','http://www.pickenscountyal.com/','december 20 1820','andrew pickens','carrollton','aliceville','19123','21/sqmi (8.3/km2)','7th'
'alabama','pike_county','http://www.alabamagis.com/pike/','december 17 1821','zebulon pike','troy','troy','33009','49/sqmi (19/km2)','2nd'
'alabama','randolph_county','http://randolphcountyalabama.gov/','december 18 1832[1]','john randolph of roanoke','wedowee','roanoke','21967','38/sqmi (15/km2)','3rd'
'alabama','russell_county','http://www.rcala.com','december 18 1832','gilbert c. russell','phenix city','phenix city','59183','91/sqmi (35/km2)','3rd'
'alabama','saint_clair_county','http://www.stclairco.com','november 20 1818[1]','arthur st. clair','ashville & pell city','moody','91103','140/sqmi (54/km2)','3rd'
'alabama','shelby_county','http://www.shelbycountyalabama.com','february 7 1818','isaac shelby','columbiana','alabaster','223024','280/sqmi (110/km2)','6th'
'alabama','sumter_county','http://sumtercountyal.com/','december 18 1832[1]','thomas sumter','livingston','livingston','12345','14/sqmi (5.2/km2)','7th'
'alabama','talladega_county','http://www.talladegacountyal.org/','december 18 1832[1]','creek for “border town”','talladega','talladega','82149','110/sqmi (42/km2)','3rd'
'alabama','tallapoosa_county','http://www.tallaco.com/','december 18 1832[1]','nan','dadeville','alexander city','41311','54/sqmi (21/km2)','3rd'
'alabama','tuscaloosa_county','http://www.tuscco.com','february 6 1818[1]','tuskaloosa','tuscaloosa','tuscaloosa','227036','170/sqmi (65/km2)','nan'
'alabama','walker_county','http://www.walkercounty.com','december 26 1823[1]','john williams walker','jasper','jasper','65342','81/sqmi (31/km2)','4th'
'alabama','washington_county','nan','june 4 1801','george washington','chatom','nan','15388','14/sqmi (5.5/km2)','1st'
'alabama','wilcox_county','nan','december 13 1819','joseph m. wilcox','camden','camden','10600','12/sqmi (4.5/km2)','7th'
'alabama','winston_county','http://www.winstoncountyalabama.org/','february 12 1850[1]','john a. winston','double springs','haleyville','23540','37/sqmi (14/km2)','4th'
'alaska','aleutians_east_borough','http://www.aleutianseast.org','nan','nan','nan','nan','nan','nan','nan'
'alaska','anchorage_borough','https://www.muni.org/','nan','the anchorage at the mouth of ship creek','nan','nan','nan','170.63/sqmi (65.88/km2)','nan'
'alaska','bristol_bay_borough','http://www.bristolbayboroughak.us/','nan','bristol bay','naknek','nan','844','0.95/sqmi (0.37/km2)','at-large'
'alaska','denali_borough','http://www.denaliborough.com','nan','denali','healy','nan','1619','0.13/sqmi (0.049/km2)','at-large'
'alaska','fairbanks_north_star_borough','http://www.co.fairbanks.ak.us','nan','fairbanks and polaris the north star','fairbanks','fairbanks','95665','13/sqmi (5.0/km2)','at-large'
'alaska_','haines_borough','http://www.hainesborough.us','august 29 1968[1]','haines','nan','nan','2080','0.76/sqmi (0.29/km2)','at-large'
'alaska','juneau_borough','http://www.juneau.org/','nan','nan','nan','nan','nan','nan','nan'
'alaska','kenai_peninsula_borough','http://www.borough.kenai.ak.us','nan','nan','nan','nan','nan','nan','nan'
'alaska','ketchikan_gateway_borough','http://www.kgbak.us','nan','nan','ketchikan','ketchikan','13948','2.1/sqmi (0.81/km2)','at-large'
'alaska','kodiak_island_borough','http://www.kodiakak.us','nan','kodiak island','kodiak','kodiak','13101','1.1/sqmi (0.42/km2)','at-large'
'alaska','lake_and_peninsula_borough','http://www.lakeandpen.com','nan','iliamna lake becharof lake and alaska peninsula','king salmon','nan','1476','0.045/sqmi (0.017/km2)','at-large'
'alaska','matanuska-susitna_borough','http://www.matsugov.us','nan','matanuska river and susitna river','palmer','nan','107801','4.3/sqmi (1.6/km2)','at-large'
'alaska','north_slope_borough','http://www.north-slope.org','nan','alaska north slope','utqiaġvik','utqiaġvik','11031','0.12/sqmi (0.045/km2)','at-large'
'alaska','northwest_arctic_borough','http://www.nwabor.org','nan','northwest and arctic location','kotzebue','kotzebue','7793','0.19/sqmi (0.074/km2)','at-large'
'alaska','petersburg_borough','nan','nan','nan','nan','nan','3043','68.89/sqmi (26.60/km2)','nan'
'alaska','sitka_borough','https://www.cityofsitka.com','nan','nan','nan','nan','nan','2.95/sqmi (1.14/km2)','nan'
'alaska','skagway_borough','nan','nan','nan','nan','nan','nan','nan','nan'
'alaska','unorganized_borough','nan','nan','nan','nan','nan','nan','nan','nan'
'alaska','wrangell_borough','http://www.wrangell.com','1834(1834)','ferdinand von wrangel','nan','nan','nan','0.83/sqmi (0.32/km2)','nan'
'alaska','yakutat_borough','http://yakutatak.govoffice2.com','nan','nan','nan','nan','nan','6.6/sqmi (2.53/km2)','nan'
'american_samoa','eastern_district','nan','nan','nan','nan','nan','nan','nan','nan'
'american_samoa',"manu'a_district",'nan','nan','nan','nan','nan','nan','nan','nan'
'american_samoa','rose_atoll','nan','nan','nan','nan','nan','0','0−880/sqmi (0−1000/km2)','nan'
'american_samoa','swains_island','nan','nan','nan','nan','nan','nan','nan','nan'
'american_samoa','western_district','nan','nan','nan','nan','nan','nan','nan','nan'
'arizona','apache_county','https://www.apachecountyaz.gov','february 24 1879','apache people','st. johns','nan','71518','6.4/sqmi (2.5/km2)','1st'
'arizona','cochise_county','https://www.cochise.az.gov','february 1 1881','cochise','bisbee','sierra vista','131346','21/sqmi (8.2/km2)','2nd'
'arizona','coconino_county','http://coconino.az.gov','february 18 1891','nan','flagstaff','flagstaff','145101','7.8/sqmi (3.0/km2)','1st'
'arizona','gila_county','http://www.gilacountyaz.gov/','february 8 1881','nan','globe','nan','53597','11/sqmi (4.3/km2)','nan'
'arizona','graham_county','http://www.graham.az.gov','march 10 1881','nan','safford','safford','38533','8.3/sqmi (3.2/km2)','1st'
'arizona','greenlee_county','http://www.co.greenlee.az.us','march 10 1909','mason greenlee','clifton','nan','8437','4.6/sqmi (1.8/km2)','1st'
'arizona','la_paz_county','http://www.co.la-paz.az.us','january 1 1983','nan','parker','nan','20489','4.5/sqmi (1.8/km2)','4th'
'arizona','maricopa_county','http://www.maricopa.gov','february 14 1871','maricopa people','phoenix','phoenix','4420568','480/sqmi (190/km2)','nan'
'arizona','mohave_county','http://www.mohavecounty.us','november 9 1864','fort mohave','kingman','lake havasu city','213267','16/sqmi (6.1/km2)','nan'
'arizona','navajo_county','http://www.navajocountyaz.gov/','march 21 1895','navajo nation','holbrook','show low','107449','11/sqmi (4.2/km2)','1st'
'arizona','pima_county','http://www.pima.gov','november 9 1864','pima people','tucson','tucson','1043433','110/sqmi (44/km2)','nan'
'arizona','pinal_county','http://www.pinalcountyaz.gov','february 1 1875','pinal peak','florence','san tan valley maricopa (incorporated) [1]','375770','70/sqmi (27/km2)','nan'
'arizona','santa_cruz_county','http://www.co.santa-cruz.az.us','march 15 1899','santa cruz river','nogales','nogales','47420','38/sqmi (15/km2)','3rd'
'arizona','yavapai_county','http://yavapai.us','november 9 1864','yavapai people','prescott','prescott valley (entirely within yavapai county)','236209','29/sqmi (11/km2)','nan'
'arizona','yuma_county','http://www.yumacountyaz.gov','november 9 1864','nan','yuma','yuma','195751','35/sqmi (14/km2)','nan'
'arkansas','arkansas_county','nan','december 13 1813[1]','arkansas river','stuttgart (north district);de witt (south district)','stuttgart','19019','18/sqmi (7.1/km2)','1st'
'arkansas','ashley_county','https://www.ashleycountyar.com','november 30 1848','chester ashley','hamburg','crossett','21853','37/sqmi (14/km2)','4th'
'arkansas','baxter_county','nan','march 24 1873','elisha baxter','mountain home','mountain home','41513','71/sqmi (27/km2)','1st'
'arkansas','benton_county','http://www.bentoncountyar.gov','september 30 1836','thomas hart benton','bentonville','rogers','284333','320/sqmi (120/km2)','3rd'
'arkansas','boone_county','http://www.boonecountyar.com/','april 9 1869','nan','harrison','harrison','36903','61/sqmi (24/km2)','3rd'
'arkansas','bradley_county','http://www.bradleycountyarkansas.com','nan','nan','nan','nan','nan','nan','nan'
'arkansas','calhoun_county','https://calhouncounty.arkansas.gov/','december 6 1850','john c. calhoun','hampton','hampton','5368','8.5/sqmi (3.3/km2)','4th'
'arkansas','carroll_county','http://co.carroll.ar.us/','november 1 1833','charles carroll','berryville and eureka springs','berryville','28260','44/sqmi (17/km2)','3rd'
'arkansas','chicot_county','http://chicotcounty.arkansas.gov/index','october 25 1823','nan','lake village','dermott','11800','17/sqmi (6.6/km2)','1st'
'arkansas','clark_county','http://www.clarkcountyarkansas.com','december 15 1818','william clark','arkadelphia','arkadelphia','22995','26/sqmi (10/km2)','4th'
'arkansas','clay_county','http://claycounty.arkansas.gov','march 24 1873','nan','corning (western district);piggott (eastern district)','piggott','16083','25/sqmi (9.7/km2)','1st'
'arkansas','cleburne_county','http://www.cleburnecountyar.com/','february 20 1883','maj. gen. patrick cleburne','heber springs','heber springs','25970','44/sqmi (17/km2)','1st'
'arkansas','cleveland_county','http://clevelandcounty.arkansas.gov/','april 17 1873','grover cleveland','rison','rison','8689','15/sqmi (5.6/km2)','4th'
'arkansas','columbia_county','http://www.countyofcolumbia.org/','december 17 1852','christopher columbus','magnolia','magnolia','24552','32/sqmi (12/km2)','4th'
'arkansas','conway_county','https://conwaycountyar.com/','october 20 1825','henry wharton conway','morrilton','morrilton','21273','37.5/sqmi (14.5/km2)','2nd'
'arkansas','craighead_county','http://www.craigheadcounty.org/','nan','nan','nan','nan','nan','nan','nan'
'arkansas','crawford_county','http://www.crawford-county.org/','nan','william h. crawford','van buren','van buren','61948','100/sqmi (40/km2)','nan'
'arkansas','crittenden_county','http://crittenden.ark.org/','october 22 1825','robert crittenden','marion','west memphis','50902','80/sqmi (31/km2)','1st'
'arkansas','cross_county','http://crosscountyar.org/','nan','nan','nan','nan','nan','nan','nan'
'arkansas','dallas_county','nan','january 1 1845','george m. dallas','fordyce','fordyce','8116','12/sqmi (4.7/km2)','4th'
'arkansas','desha_county','http://deshacounty.arkansas.gov','december 12 1838','benjamin desha','arkansas city','dumas','13008','16/sqmi (6.1/km2)','1st'
'arkansas','drew_county','http://drewcounty.arkansas.gov/','november 26 1846','thomas drew','monticello','monticello','18509','22/sqmi (8.5/km2)','4th'
'arkansas','faulkner_county','http://www.faulknercounty.org','april 12 1873','sandford c. faulkner','conway','conway','113237','170/sqmi (66/km2)','2nd'
'arkansas','franklin_county','nan','december 19 1837','benjamin franklin','ozark (northern district);charleston (southern district)','ozark','18125','29/sqmi (11/km2)','4th'
'arkansas','fulton_county','http://fulton.ark.org/','december 21 1842','william fulton','salem','salem','12245','20/sqmi (7.6/km2)','1st'
'arkansas','garland_county','http://www.garlandcounty.org/','april 5 1873','augustus hill garland','hot springs','hot springs','96024','130/sqmi (50/km2)','4th'
'arkansas','grant_county','http://www.grantcountyar.com','february 4 1869','ulysses s. grant','sheridan','sheridan','17853','28/sqmi (11/km2)','4th'
'arkansas','greene_county','http://county.arkansas.gov/greene/','november 5 1833','nathanael greene','paragould','paragould','580sqmi (1500km2)','nan','1st'
'arkansas','hempstead_county','https://hempsteadcountyar.com/','december 15 1818','edward hempstead','hope','hope','20065','27/sqmi (10/km2)','4th'
'arkansas','hot_spring_county','http://www.hotspringcounty.org','november 2 1829','hot springs at hot springs arkansas','malvern','malvern','32923','53/sqmi (20/km2)','4th'
'arkansas','howard_county','nan','april 17 1873','nan','nashville','nashville','13789','23/sqmi (8.9/km2)','4th'
'arkansas','independence_county','http://www.independencecounty.com/','october 20 1820','declaration of independence','batesville','batesville','36647','47/sqmi (18/km2)','1st'
'arkansas','izard_county','http://www.izardcountyar.org/','october 27 1825','george izard','melbourne','horseshoe bend','13696','23/sqmi (9.1/km2)','1st'
'arkansas','jackson_county','http://www.jacksoncountyar.org/','november 5 1829','andrew jackson','newport','newport','17997','28/sqmi (11/km2)','1st'
'arkansas','jefferson_county','http://jeffersoncounty.arkansas.gov','november2 1829(192 years ago)(1829-11-02)','thomas jefferson','pine bluff','pine bluff','77435','85/sqmi (33/km2)','nan'
'arkansas','johnson_county','http://johnsoncounty.arkansas.gov/','november 16 1833','nan','clarksville','clarksville','25540','37/sqmi (14/km2)','4th'
'arkansas','lafayette_county','http://www.lafayettecounty.arkansas.gov','october 15 1827','marquis de lafayette','lewisville','nan','7645','14/sqmi (5.4/km2)','4th'
'arkansas','lawrence_county','http://www.lawrencecountyarkansas.com/','january 15 1815','james lawrence','walnut ridge','walnut ridge','17415','29/sqmi (11/km2)','1st'
'arkansas','lee_county','http://leecounty.arkansas.gov','april17 1873; 149 years ago(1873-04-17)','general robert e. lee','marianna','nan','10424','17/sqmi (6.5/km2)','1st'
'arkansas','lincoln_county','http://lincolncounty.arkansas.gov/','march 28 1871','abraham lincoln[1]','star city','star city','14134','25/sqmi (9.5/km2)','1st'
'arkansas','little_river_county','nan','march 5 1867','little river[1]','ashdown','ashdown','13171','23/sqmi (9.0/km2)','4th'
'arkansas','logan_county','nan','march 22 1871','james logan','paris (northern district);booneville (southern district)','booneville','22353','31/sqmi (12/km2)','4th'
'arkansas','lonoke_county','nan','april 16 1874','nan','lonoke','cabot','68356','85/sqmi (33/km2)','1st'
'arkansas','madison_county','http://madisoncogov.com/','september 30 1836','madison county alabama','huntsville','huntsville','15717','19/sqmi (7.3/km2)','4th'
'arkansas','marion_county','http://marioncounty.arkansas.gov/','september 25 1836','francis marion[1]','yellville','bull shoals','16653','26/sqmi (10/km2)','3rd'
'arkansas','miller_county','http://www.millercountyar.com/','april 1 1820;recreated december 22 1874following abolishment in 1838','james miller[1]','texarkana','texarkana','43462','68/sqmi (26/km2)','4th'
'arkansas','mississippi_county','https://www.mississippicountyar.org','november 1 1833','mississippi river','blytheville and osceola','blytheville','40685','44/sqmi (17/km2)','1st'
'arkansas','monroe_county','nan','november 2 1829','james monroe[1]','clarendon','brinkley','8149','13/sqmi (5.1/km2)','1st'
'arkansas','montgomery_county','https://montgomerycounty.arkansas.gov/','december 9 1842','richard montgomery','mount ida','mount ida','9487','12/sqmi (4.6/km2)','4th'
'arkansas','nevada_county','http://nevadacounty.arkansas.gov/','march 20 1871','state of nevada','prescott','prescott','8997','14/sqmi (5.6/km2)','4th'
'arkansas','newton_county','nan','december 14 1842','thomas willoughby newton','jasper','jasper','8330','10/sqmi (3.9/km2)','nan'
'arkansas','ouachita_county','nan','november 29 1842','nan','camden','camden','26120','35/sqmi (14/km2)','4th'
'arkansas','perry_county','http://perrycoarkansas.org/','december 18 1840','oliver hazard perry','perryville','perryville','10445','19/sqmi (7.2/km2)','2nd'
'arkansas','phillips_county','http://phillipscounty.arkansas.gov/','may 1 1820','sylvanus phillips','helena-west helena','helena-west helena','21757','30/sqmi (12/km2)','1st'
'arkansas','pike_county','nan','november 1 1833','zebulon pike','murfreesboro','glenwood','11291','nan','4th'
'arkansas','poinsett_county','http://www.poinsettcounty.us','february 28 1838','joel roberts poinsett','harrisburg','trumann','24583','32/sqmi (12/km2)','1st'
'arkansas','polk_county','nan','november 30 1844','james k. polk','mena','mena','20662','24/sqmi (9.3/km2)','4th'
'arkansas','pope_county','http://www.popecountyar.com','november 2 1829','john pope','russellville','russellville','61754','74/sqmi (29/km2)','3rd'
'arkansas','prairie_county','nan','november 25 1846','grand prairie','des arc devalls bluff','des arc','8715','13/sqmi (5.0/km2)','1st'
'arkansas','pulaski_county','http://pulaskicounty.net/','december 15 1818','casimir pulaski','little rock','little rock','399125','490/sqmi (190/km2)','2nd'
'arkansas','randolph_county','http://randolphcounty.arkansas.gov/','october 29 1835','john randolph','pocahontas','pocahontas','17969','27/sqmi (11/km2)','1st'
'arkansas','saint_francis_county','nan','october 13 1827','st. francis river','forrest city','forrest city','28258','44/sqmi (17/km2)','1st'
'arkansas','saline_county','http://www.salinecounty.org','november 2 1835','nan','benton','benton','107118','150/sqmi (57/km2)','2nd'
'arkansas','scott_county','nan','november 5 1833','andrew scott','waldron','waldron','11233','13/sqmi (4.8/km2)','4th'
'arkansas','searcy_county','nan','december 13 1838','richard searcy','marshall','marshall','8195','12/sqmi (4.7/km2)','nan'
'arkansas','sebastian_county','http://www.sebastiancountyar.gov/','january 6 1851','william k. sebastian','fort smith (northern district);greenwood (southern district)','fort smith','125744','230/sqmi (89/km2)','nan'
'arkansas','sevier_county','nan','october 17 1828','ambrose hundley sevier','de queen','de queen','17058','29/sqmi (11/km2)','4th'
'arkansas','sharp_county','http://sharpcounty.arkansas.gov/','july 18 1868','ephraim sharp','ash flat','cherokee village','17264','28/sqmi (11/km2)','1st'
'arkansas','stone_county','nan','april 21 1873','rock formations in the area[1]','mountain view','mountain view','12394','20/sqmi (7.9/km2)','1st'
'arkansas','union_county','http://www.unioncountyar.com','november 2 1829','nan','el dorado','el dorado','41639','40/sqmi (20/km2)','4th'
'arkansas','van_buren_county','http://www.vanburencountyark.com/','november 11 1833','martin van buren','clinton','clinton','17295','24/sqmi (9.2/km2)','2nd'
'arkansas','washington_county','http://www.co.washington.ar.us','october 17 1828','george washington','fayetteville','fayetteville','245871','260/sqmi (100/km2)','3rd'
'arkansas','white_county','http://www.whitecountyar.org/','october 23 1835','hugh lawson white','searcy','searcy','77076','74/sqmi (29/km2)','2nd'
'arkansas','woodruff_county','https://woodruffcounty.arkansas.gov/','november 26 1862','william e. woodruff','augusta','augusta','7260','12/sqmi (4.7/km2)','1st'
'arkansas','yell_county','http://yellcounty.net','december 5 1840','archibald yell','danville (western district);dardanelle (eastern district)','dardanelle','22185','23/sqmi (9.0/km2)','4th'
'california','alameda_county','http://www.acgov.org','nan','rancho arroyo de la alameda (also see alameda creek)','nan','oakland','1682353','2277/sqmi (879/km2)','nan'
'california','alpine_county','http://www.alpinecountyca.gov','nan','its location in the sierra nevada resembling the (swiss) alps','nan','nan','1204','1.6/sqmi (0.63/km2)','nan'
'california','amador_county','http://www.co.amador.ca.us','nan','josé maría amador','nan','ione (population and area)','40474','67/sqmi (26/km2)','nan'
'california','butte_county','http://www.buttecounty.net','nan','the nearby sutter buttes','nan','chico (population and area)','211632','130/sqmi (49/km2)','nan'
'california','calaveras_county','http://calaverasgov.us','nan','spanish word meaning "skulls"','nan','nan','45292','44/sqmi (17/km2)','nan'
'california','colusa_county','http://www.countyofcolusa.org','nan','rancho colus','nan','colusa (population)williams (area)','21839','19/sqmi (7.3/km2)','nan'
'california','contra_costa_county','http://www.contracosta.ca.gov','nan','"opposite coast" (spanish: contra costa) of the san francisco bay','nan','concord (population and land area)richmond (total area)','1165927','1629/sqmi (629/km2)','nan'
'california','del_norte_county','http://www.co.del-norte.ca.us','nan','its location "of the north" (spanish: del norte) in california','nan','crescent city','27743','28/sqmi (11/km2)','nan'
'california','el_dorado_county','http://www.edcgov.us','nan','spanish for "the golden" and el dorado','nan','el dorado hills','191185','110/sqmi (41/km2)','nan'
'california','fresno_county','http://www.co.fresno.ca.us','nan','the city of fresno (spanish for "ash tree")','nan','fresno','1008654','170/sqmi (65/km2)','nan'
'california','glenn_county','http://www.countyofglenn.net','nan','hugh j. glenn','nan','orland','28917','22/sqmi (8.4/km2)','nan'
'california','humboldt_county','https://humboldtgov.org/','nan','humboldt bay which was named after alexander von humboldt','nan','eureka','136463','38/sqmi (15/km2)','nan'
'california','imperial_county','http://www.co.imperial.ca.us','nan','imperial valley which was named after the imperial land company','nan','el centro','179702','43/sqmi (17/km2)','nan'
'california','inyo_county','http://www.inyocounty.us','nan','nan','nan','nan','nan','nan','nan'
'california','kern_county','http://www.co.kern.ca.us','nan','kern river and edward kern','nan','nan','909235','110/sqmi (43/km2)','nan'
'california','kings_county','https://www.countyofkings.com/','nan','kings river','nan','hanford','152486','110/sqmi (42/km2)','nan'
'california','lake_county','http://www.co.lake.ca.us','nan','clear lake','nan','clearlake (population and area)','68163','54/sqmi (21/km2)','nan'
'california','lassen_county','http://www.co.lassen.ca.us','nan','peter lassen','nan','susanville','32730','6.9/sqmi (2.7/km2)','nan'
'california_','los_angeles_county','https://lacounty.gov/','nan','nan','nan','los angeles','9861224[1]','2430/sqmi (940/km2)','nan'
'california','madera_county','http://www.maderacounty.com','nan','spanish word meaning "wood"','nan','madera','156255','73/sqmi (28/km2)','nan'
'california','marin_county','http://www.co.marin.ca.us','nan','chief marin "great chief of the tribe licatiut"','nan','san rafael (population)                               novato (area)','262231','504/sqmi (195/km2)','nan'
'california','mariposa_county','http://www.mariposacounty.org','nan','spanish word for "butterfly" and mariposa creek','nan','nan','17131','12/sqmi (4.5/km2)','nan'
'california','mendocino_county','https://www.mendocinocounty.org/','nan','antonio de mendoza viceroy of new spain 1535–42','nan','ukiah','91601','26/sqmi (10/km2)','nan'
'california','merced_county','http://www.co.merced.ca.us','nan','merced river originally el río de nuestra señora de la merced ("river of our lady of mercy" in spanish).','nan','merced','281202','140/sqmi (55/km2)','nan'
'california','modoc_county','http://www.co.modoc.ca.us','nan','the modoc people','nan','alturas','8700','2.1/sqmi (0.80/km2)','nan'
